,City ID,City,Cloudiness,Country,Date,Humidity,Lat,Long,Temp,Wind Speed,Max Temp
339,804,bengkulu,98,ID,1612051028,94,-3.8004,102.2655,23.91,4.02,23.91
340,800,carlsbad,1,US,1612051341,63,33.1581,-117.3506,15.14,4.12,16.67
341,801,wajir,18,KE,1612051526,57,1.7471,40.0573,23.27,6.06,23.27
342,804,mareeba,100,AU,1612051461,66,-17.0,145.4333,30.68,4.63,32.22
343,800,phalia,0,PK,1612051526,51,32.4297,73.5775,8.04,1.68,8.04
344,600,tornio,90,FI,1612051526,85,65.8481,24.1466,-10.0,3.09,-10.0
345,802,lazaro cardenas,29,MX,1612051343,69,17.9583,-102.2,26.98,2.27,26.98
346,803,sabang,78,ID,1612051527,77,5.8933,95.3214,27.19,9.15,27.19
347,600,svetlogorsk,100,BY,1612051333,98,52.6333,29.7333,-5.08,2.68,-5.08
348,600,vardo,100,NO,1612051447,95,70.3705,31.1107,-3.95,8.36,-3.95
349,600,labytnangi,100,RU,1612051527,87,66.6572,66.4183,-28.17,2.74,-28.17
350,501,florence,75,IT,1612051262,87,43.7667,11.25,10.69,6.69,12.0
351,804,saint-denis,90,FR,1612051527,93,48.9167,2.3333,9.52,1.54,10.56
352,804,cocal,98,BR,1612051527,90,-28.6167,-49.35,23.37,0.59,23.37
353,803,nieves,75,PH,1612051527,68,15.3274,120.9485,21.0,2.06,21.0
354,501,evansville,90,US,1612051515,65,37.9748,-87.5558,5.63,5.66,6.11
355,804,nizhniy kuranakh,99,RU,1612051528,78,58.8353,125.4869,-40.2,0.41,-40.2
356,802,shubarshi,40,KZ,1612051528,93,48.5872,57.1869,-9.45,3.65,-9.45
357,803,hofn,72,IS,1612051269,85,64.2539,-15.2082,-6.57,8.79,-6.57
358,800,tobol,7,KZ,1612051528,95,52.6844,62.5794,-13.57,1.95,-13.57
359,803,naze,75,JP,1612051418,58,28.3667,129.4833,14.0,2.06,14.0
360,600,tilichiki,100,RU,1612051528,90,60.4667,166.1,-24.55,7.22,-24.55
361,500,werda,61,BW,1612051528,72,-25.2667,23.2833,23.29,3.54,23.29
362,600,sovetskiy,100,RU,1612051529,92,61.3614,63.5842,-19.63,1.39,-19.63
363,800,sambava,2,MG,1612051267,88,-14.2667,50.1667,24.39,2.55,24.39
364,701,manavalakurichi,20,IN,1612051529,83,8.1333,77.3,27.0,2.61,27.0
365,804,ternate,100,ID,1612051529,77,0.8,127.4,26.67,2.73,26.67
366,803,sesimbra,75,PT,1612051276,82,38.4445,-9.1015,13.1,4.63,14.44
367,800,cap malheureux,4,MU,1612051373,87,-19.9842,57.6142,24.44,1.79,24.44
368,800,marzuq,0,YE,1612051330,53,14.4,46.4667,14.58,0.35,14.58
369,802,vershino-darasunskiy,28,RU,1612051529,87,52.35,115.5167,-34.43,1.16,-34.43
370,804,gobabis,96,NA,1612051372,22,-22.45,18.9667,24.59,4.72,24.59
371,804,itarema,87,BR,1612051069,80,-2.9248,-39.9167,26.31,4.86,26.31
372,804,mata grande,96,BR,1612051530,87,-9.1175,-37.7322,22.01,3.24,22.01
373,800,brenes,0,ES,1612051530,82,37.5494,-5.8714,11.78,4.12,12.0
374,803,kaitangata,72,NZ,1612051295,81,-46.2817,169.8464,16.11,5.81,16.11
375,800,bobcaygeon,1,CA,1612051530,79,44.5462,-78.542,-11.4,1.48,-10.0
376,801,lithakia,20,GR,1612051530,87,37.7167,20.8333,9.0,2.57,9.0
377,803,danes,75,RO,1612051530,87,46.2167,24.7,2.9,0.51,3.0
